candidate_id,title,source_pdf,relevant,reason
pending-ref-162,Rank-based quality assessment of nonlinear dimensionality reduction,papers/raw/pending-references/pending-ref-162-2008-rank-based-quality-assessment-of-nonlinear-dimensionality-reduction.pdf,true,body_core_terms
pending-ref-164,Neighborhoodpreserving embedding,papers/raw/pending-references/pending-ref-164-2005-neighborhoodpreserving-embedding.pdf,true,body_core_terms
pending-ref-165,Visual Analytics for Machine Learning: A Data Perspective Survey,papers/raw/pending-references/pending-ref-165-2024-visual-analytics-for-machine-learning-a-data-perspective-survey.pdf,false,out_of_scope_topic_hint
pending-ref-166,Projection Ensemble: Visualizing the Robust Structures of Multidimensional Projections,papers/raw/pending-references/pending-ref-166-2023-projection-ensemble-visualizing-the-robust-structures-of-multidimensional-projections.pdf,true,body_core_terms
pending-ref-167,A Survey of Perception-Based Visualization Studies by Task,papers/raw/pending-references/pending-ref-167-2022-a-survey-of-perception-based-visualization-studies-by-task.pdf,true,body_core_terms
pending-ref-168,VisExPreS: A Visual Interactive Toolkit for User-Driven Evaluations of Embeddings,papers/raw/pending-references/pending-ref-168-2022-visexpres-a-visual-interactive-toolkit-for-user-driven-evaluations-of-embeddings.pdf,true,body_core_terms
pending-ref-169,HoroPCA: Hyperbolic Dimensionality Reduction via Horospherical Projections,papers/raw/pending-references/pending-ref-169-2021-horopca-hyperbolic-dimensionality-reduction-via-horospherical-projections.pdf,true,body_core_terms
pending-ref-170,Using multiple attribute-based explanations of multidimensional projections to explore high-dimensional data,papers/raw/pending-references/pending-ref-170-2021-using-multiple-attribute-based-explanations-of-multidimensional-projections-to-explor.pdf,true,body_core_terms
pending-ref-171,SolarView: Low Distortion Radial Embedding with a Focus,papers/raw/pending-references/pending-ref-171-2019-solarview-low-distortion-radial-embedding-with-a-focus.pdf,true,body_core_terms
pending-ref-173,Random projection-based dimensionality reduction method for hyperspectral target detection,papers/raw/pending-references/pending-ref-173-2015-random-projection-based-dimensionality-reduction-method-for-hyperspectral-target-dete.pdf,true,body_core_terms
pending-ref-175,iLAMP: Exploring highdimensional spacing through backward multidimensional projection,papers/raw/pending-references/pending-ref-175-2012-ilamp-exploring-highdimensional-spacing-through-backward-multidimensional-projection.pdf,true,body_core_terms
pending-ref-176,Learning linear discriminant projections for dimensionality reduction of image descriptors,papers/raw/pending-references/pending-ref-176-2011-learning-linear-discriminant-projections-for-dimensionality-reduction-of-image-descri.pdf,true,body_core_terms
pending-ref-177,Maximal Linear Embedding for Dimensionality Reduction,papers/raw/pending-references/pending-ref-177-2011-maximal-linear-embedding-for-dimensionality-reduction.pdf,true,body_core_terms
pending-ref-181,Data visualization and dimensionality reduction using kernel maps with a reference point,papers/raw/pending-references/pending-ref-181-2007-data-visualization-and-dimensionality-reduction-using-kernel-maps-with-a-reference-po.pdf,true,body_core_terms
pending-ref-183,Vizrank: Data visualization guided by machine learning,papers/raw/pending-references/pending-ref-183-2006-vizrank-data-visualization-guided-by-machine-learning.pdf,true,body_core_terms
pending-ref-184,Principal Manifolds and Nonlinear Dimensionality Reduction via Tangent Space Alignment SIAM J,papers/raw/pending-references/pending-ref-184-2004-principal-manifolds-and-nonlinear-dimensionality-reduction-via-tangent-space-alignmen.pdf,true,body_core_terms
pending-ref-186,A survey of dimension reduction techniques Lawrence Livermore Natl,papers/raw/pending-references/pending-ref-186-2002-a-survey-of-dimension-reduction-techniques-lawrence-livermore-natl.pdf,true,body_core_terms
,rkharal2006,papers/raw/pending-references/rkharal2006.pdf,true,body_core_terms
,s13042-021-01307-7,papers/raw/pending-references/s13042-021-01307-7.pdf,true,body_core_terms
,s40537-021-00444-8,papers/raw/pending-references/s40537-021-00444-8.pdf,true,body_core_terms
,science.290.5500.2319,papers/raw/pending-references/science.290.5500.2319.pdf,true,body_core_terms
,weinberger05a,papers/raw/pending-references/weinberger05a.pdf,true,body_core_terms
